"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
26257V3V,book,2010,,TEI P5: Guidelines for Electronic Text Encoding and Interchange,,,,,http://www.tei-c.org/release/doc/tei-p5-doc/en/html/index.html,These Guidelines have been developed and are maintained by the Text Encoding Initiative Consortium (TEI); see iv.2. Historical Background. They are addressed to anyone who works with any kind of textual resource in digital form.,2010,2025-11-07 11:50:12,2025-11-07 11:50:12,2011-08-26 13:52:50,,,,,,,TEI P5,,,,,TEI Consortium,Charlottesville,en,,,,,,,,,,,,,"Burnard, Lou; Bauman, Syd",,,,,,,,,,,,,,,,,,,"Version 1.9.1, March 2011",,,,,,,,,,,,,,,,,,,,,,,,,,
ELWZKG82,book,2014,"Jockers, Matthew L.",Text Analysis with R for Students of Literature,,978-3-319-03164-4,,,http://www.springer.com/statistics/computational+statistics/book/978-3-319-03163-7,"Text Analysis with R for Students of Literature is written with students and scholars of literature in mind but will be applicable to other humanists and social scientists wishing to extend their methodological tool kit to include quantitative and computational approaches to the study of text. Computation provides access to information in text that we simply cannot gather using traditional qualitative methods of close reading and human synthesis. Text Analysis with R for Students of Literature provides a practical introduction to computational text analysis using the open source programming language R. R is extremely popular throughout the sciences and because of its accessibility, R is now used increasingly in other research areas. Readers begin working with text right away and each chapter works through a new technique or process such that readers gain a broad exposure to core R procedures and a basic understanding of the possibilities of computational text analysis at both the micro and macro scale. Each chapter builds on the previous as readers move from small scale “microanalysis” of single texts to large scale “macroanalysis” of text corpora, and each chapter concludes with a set of practice exercises that reinforce and expand upon the chapter lessons. The book’s focus is on making the technical palatable and making the technical useful and immediately gratifying.",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,2014-09-11 07:29:45,,194,,,,,,,,,,,,en,,,,,,,,,,,,obj_Text; goal_Analysis; act_StylisticAnalysis; act_NetworkAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTLM5IUN,book,2009,,"Text editing, print and the digital world",,978-0-7546-7307-1,,,http://www.ashgate.com/isbn/9780754673071,"Traditional critical editing, defined by the paper and print limitations of the book, is now considered by many to be inadequate for the expression and interpretation of complex works of literature. At the same time, digital developments are permitting us to extend the range of text objects we can reproduce and investigate critically - not just books, but newspapers, draft manuscripts and inscriptions on stone. Some exponents of the benefits of new information technologies argue that in future all editions should be produced in digital or online form. By contrast, others point to the fact that print, after more than five hundred years of development, continues to set the agenda for how we think about text, even in its non-print forms. This important book brings together leading textual critics, scholarly editors, technical specialists and publishers to discuss whether and how existing paradigms for developing and using critical editions are changing to reflect the increased commitment to and assumed significance of digital tools and methodologies.",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,205,,,,,,Digital research in the arts and humanities,,,,Ashgate,"Farnham, England ; Burlington, VT",en,,,,,,,,,,,,goal_Enrichment; t_Encoding,"Deegan, Marilyn; Sutherland, Kathryn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGWEYU4S,book,2013,"Manovich, Lev",Software takes command,,978-1-62356-745-3 978-1-62356-817-7,,,http://manovich.net/index.php/projects/software-takes-command,"Software has replaced a diverse array of physical, mechanical, and electronic technologies used before 21st century to create, store, distribute and interact with cultural artifacts. It has become our interface to the world, to others, to our memory and our imagination - a universal language through which the world speaks, and a universal engine on which the world runs. What electricity and combustion engine were to the early 20th century, software is to the early 21st century. Offering the the first theoretical and historical account of software for media authoring and its effects on the practice and the very concept of 'media,' the author of The Language of New Media (2001) develops his own theory for this rapidly-growing, always-changing field. What was the thinking and motivations of people who in the 1960 and 1970s created concepts and practical techniques that underlie contemporary media software such as Photoshop, Illustrator, Maya, Final Cut and After Effects? How do their interfaces and tools shape the visual aesthetics of contemporary media and design? What happens to the idea of a 'medium' after previously media-specific tools have been simulated and extended in software? Is it still meaningful to talk about different mediums at all? Lev Manovich answers these questions and supports his theoretical arguments by detailed analysis of key media applications such as Photoshop and After Effects, popular web services such as Google Earth, and the projects in motion graphics, interactive environments, graphic design and architecture. Software Takes Command is a must for all practicing designers and media artists and scholars concerned with contemporary media.",2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Bloomsbury,New York,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFC7XMZ4,book,1998,"Ilsemann, Hartmut",Shakespeare disassembled: eine quantitative Analyse der Dramen Shakespeares,,978-3-631-32756-2,,,http://www.amazon.de/Shakespeare-Disassembled-Quantitative-Shakespeares-Literarische/dp/3631327560,,1998,2025-11-07 11:50:12,2025-11-07 11:50:12,,,290,,,,,Shakespeare disassembled,Literarische Studien,Bd. 5,,,P. Lang,Frankfurt am Main ; New York,en,,,,,,,,,,,,obj_Text; AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTTM6V3C,book,2009,"Drucker, Johanna",SpecLab digital aesthetics and projects in speculative computing,,978-0-226-16509-7 978-0-226-16507-3 978-0-226-16508-0,,,http://public.eblib.com/EBLPublic/PublicView.do?ptiID=448540,"Nearly a decade ago, Johanna Drucker cofounded the University of Virginia's SpecLab, a digital humanities laboratory dedicated to risky projects with serious aims. In SpecLab she explores the implications of these radical efforts to use critical practices and aesthetic principles against the authority of technology based on analytic models of knowledge.",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,2013-03-22 08:02:25,,,,,,,,,,,,University of Chicago Press,Chicago,en,,,,,,,,,,,,meta_GiveOverview; obj_Project; meta_Assessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA7K7JN5,book,1999,"Hänlein, Heike",Studies in authorship recognition: a corpus based approach,,978-3-631-34420-0,,,http://www.peterlang.com/index.cfm?event=cmp.ccc.seitenstruktur.detailseiten&seitentyp=produkt&pk=19102,"This study in authorship recognition takes as its starting point the intuitive capacity of readers to recognise authors under certain circumstances. Making use of corpus- and computerlinguistic methods and statistical procedures, the study shows that intuitive stylistic findings can in many cases be corroborated by empirical data. Ideally, the intuitive and the empirical approaches to style should be understood as complementing each other rather than as mutually exclusive concepts. The notion of style that emerges from this study is that of a number of basic decisions made by the author of a text, from which the remaining discriminatory linguistic characteristics of that text, choices, are derived.",1999,2025-11-07 11:50:12,2025-11-07 11:50:12,,,426,,352,,,,Europäische Hochschulschriften,14,,,Lang,Frankfurt am Main [u.a.],en,,,,,,,"Augsburg, Univ., Diss., 1998",,,,,act_StylisticAnalysis; AnalyzeStatistically; t_Stylometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUQDS4EB,book,2014,"Burnard, Lou",What is the Text Encoding Initiative? How to add intelligent markup to digital resources,,978-2-8218-3460-6,,,http://books.openedition.org/oep/426,"The Text Encoding Initiative (TEI) Guidelines have long been regarded as the de facto standard for the preparation of digital textual resources in the scholarly research community. For the beginner, they offer a daunting range of possibilities, reflecting the huge range of potential applications for text encoding, from traditional scholarly editions, to language corpora, historical lexicons, digital archives and beyond. Drawing on many examples of TEI-encoded text from a variety of research domains, this simple and straightforward book is intended to help the beginner make their own choices from the full range of TEI options. It explains the XML technology used by the TEI in language accessible to the non-technical reader and provides a guided tour of the many parts of the TEI universe, and how it may be customized to suit an individual project’s needs.",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,Encyclopédie numérique,,,,OpenEdition Press,Marseille,en,,,,,,,,,,,,act_Annotating; obj_Text; goal_Enrichment; *****; act_Editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCXQZRU8,book,1994,"Lebart, Ludovic; Salem, André",Statistique Textuelle,,,,,http://lexicometrica.univ-paris3.fr/livre/st94/,"La statistique textuelle, en plein développement, est à la croisée de plusieurs disciplines : la statistique classique, l'analyse du discours, l'informatique, le traitement des enquêtes. En effet, chercheurs et praticiens ont aujourd'hui à faire face à un double développement, d'une part celui des textes provenant des enquêtes, des entretiens, des archives, des bases documentaires, d'autre part, celui des outils informatiques de saisie et de gestion des textes. La statistique textuelle se veut précisément un outil destiné à parfaire l'analyse, la description, la comparaison, en un mot, le traitement des textes. Ce livre, illustré d'exemples nombreux, présente les concepts de base et les fondements des méthodes de la statistique textuelle. Il combine une approche pédagogique des outils et un exposé sur l'état de l'art de cette discipline.",1994,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Dunod,Paris,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBQZ4VF2,book,2009,"Gries, Stefan Thomas",Statistics for linguistics with R : a practical introduction / by Stefan Th. Gries,,978-3-11-020564-0,,,http://www.degruyter.com/view/product/203826,"his book is the revised and extended second edition of Statistics for Linguistics with R. The volume is an introduction to statistics for linguists using the open source software R. It is aimed at students and instructors/professors with little or no statistical background and is written in a non-technical and reader-friendly/accessible style. It first introduces in detail the overall logic underlying quantitative studies: exploration, hypothesis formulation and operationalization, and the notion and meaning of significance tests. It then introduces some basics of the software R relevant to statistical data analysis. A chapter on descriptive statistics explains how summary statistics for frequencies, averages, and correlations are generated with R and how they are graphically represented best. A chapter on analytical statistics explains how statistical tests are performed in R on the basis of many different linguistic case studies: For nearly every single example, it is explained what the structure of the test looks like, how hypotheses are formulated, explored, and tested for statistical significance, how the results are graphically represented, and how one would summarize them in a paper/article. A chapter on selected multifactorial methods introduces how more complex research designs can be studied: methods for the study of multifactorial frequency data, correlations, tests for means, and binary response data are discussed and exemplified step-by-step. Also, the exploratory approach of hierarchical cluster analysis is illustrated in detail. The book comes with many exercises, boxes with short think breaks and warnings, recommendations for further study, and answer keys as well as a statistics for linguists newsgroup on the companion website. Just like the first edition, it is aimed at students, faculty, and researchers with little or no statistical background in statistics or the open source programming language R. It avoids mathematical jargon and discusses the logic and structure of quantitative studies and introduces descriptive statistics as well as a range of monofactorial statistical tests for frequencies, distributions, means, dispersions, and correlations. The comprehensive revision includes new small sections on programming topics that facilitate statistical analysis, the addition of a variety of statistical functions readers can apply to their own data, a revision of overview sections on statistical tests and regression modeling, a complete rewrite of the chapter on multifactorial approaches, which now contains sections on linear regression, binary and ordinal logistic regression, multinomial and Poisson regression, and repeated-measures ANOVA, and a new visual tool to identify the right statistical test for a given problem and data set. The amount of code available from the companion website has doubled in size, providing much supplementary material on statistical tests and advanced plotting.",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Statistics for linguistics with R,,,,,Mouton de Gruyter,Berlin,en,,,,,,,,,,,,AnalyzeStatistically; obj_Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
